,Donor,Timepoint,clone_id,DonorDay,n_genes_by_counts,log1p_n_genes_by_counts,total_counts,log1p_total_counts,total_counts_mt,log1p_total_counts_mt,pct_counts_mt,n_counts,n_genes,is_clone0
P20407_YFV2003_D15_p6_M21,YFV2003,15,D205,YFV2003_D15,3019,8.013012110368916,16237.394,9.695134,135.00095,4.912662,0.83142006,16237.394,3019,0
P20407_YFV2003_D15_p6_C21,YFV2003,15,D1477,YFV2003_D15,2757,7.922261058353247,14931.931,9.611324,144.47057,4.979974,0.96752775,14931.931,2757,0
P20407_YFV2003_D15_p6_L21,YFV2003,15,D914,YFV2003_D15,3451,8.146709052203319,17416.158,9.765211,124.74747,4.8342757,0.7162743,17416.158,3451,0
P20407_YFV2003_D15_p6_J21,YFV2003,15,D49,YFV2003_D15,3176,8.063692634269517,16364.437,9.702927,129.431,4.8708444,0.7909286,16364.437,3176,0
P20407_YFV2003_D15_p6_N21,YFV2003,15,D1722,YFV2003_D15,2316,7.748028524432376,13243.837,9.491364,112.58181,4.7325234,0.8500694,13243.837,2316,0
P20407_YFV2003_D15_p6_I21,YFV2003,15,D295,YFV2003_D15,2790,7.934155233536322,15207.602,9.629617,117.02456,4.7708926,0.76951355,15207.602,2790,0
P20407_YFV2003_D15_p6_G21,YFV2003,15,D374,YFV2003_D15,3771,8.235360643753348,18787.012,9.840974,129.1654,4.868806,0.687525,18787.012,3771,0
P20407_YFV2003_D15_p7_M15,YFV2003,15,D557,YFV2003_D15,3871,8.261526448396468,19329.865,9.869458,118.66502,4.7846966,0.61389476,19329.865,3871,0
P20407_YFV2003_D15_p7_K15,YFV2003,15,D19,YFV2003_D15,3047,8.022240916806537,16061.2295,9.684226,140.50008,4.9523,0.8747779,16061.2295,3047,0
P20407_YFV2003_D15_p5_M15,YFV2003,15,D374,YFV2003_D15,3296,8.10076824307173,16869.111,9.733298,140.86798,4.954897,0.8350646,16869.111,3296,0
P20407_YFV2003_D15_p5_P15,YFV2003,15,D1282,YFV2003_D15,5390,8.592486175451668,24437.95,10.103933,133.70619,4.903096,0.5471252,24437.95,5390,0
P20407_YFV2003_D15_p5_G15,YFV2003,15,D477,YFV2003_D15,2314,7.747164966520335,13302.742,9.495801,139.78522,4.9472356,1.0508,13302.742,2314,0
P20407_YFV2003_D15_p5_B15,YFV2003,15,D0,YFV2003_D15,4059,8.308938252595778,20518.283,9.92912,149.4838,5.0138555,0.72853947,20518.283,4059,1
P20407_YFV2003_D15_p7_P15,YFV2003,15,D458,YFV2003_D15,6512,8.781555458546402,27280.38,10.21396,136.33931,4.9224544,0.49977055,27280.38,6512,0
P20407_YFV2003_D15_p7_A15,YFV2003,15,D257,YFV2003_D15,4363,8.381144346952961,21188.713,9.961271,123.06123,4.820775,0.5807867,21188.713,4363,0
P20407_YFV2003_D15_p5_E15,YFV2003,15,D861,YFV2003_D15,5704,8.649098262296176,25464.28,10.145071,148.28587,5.005863,0.582329,25464.28,5704,0
P20407_YFV2003_D15_p5_I15,YFV2003,15,D0,YFV2003_D15,1943,7.572502985020384,11687.632,9.366372,161.8885,5.0930657,1.3851266,11687.632,1943,1
P20407_YFV2003_D15_p7_E15,YFV2003,15,D970,YFV2003_D15,3949,8.281470857895167,19553.518,9.880961,119.95657,4.7954316,0.61347824,19553.518,3949,0
P20407_YFV2003_D15_p7_H15,YFV2003,15,D205,YFV2003_D15,2837,7.950854857719988,15199.112,9.629058,134.792,4.911124,0.8868413,15199.112,2837,0
P20407_YFV2003_D15_p7_N15,YFV2003,15,D1062,YFV2003_D15,1787,7.488852955733459,10266.189,9.236709,114.66671,4.750713,1.1169355,10266.189,1787,0
P20407_YFV2003_D15_p5_C15,YFV2003,15,D562,YFV2003_D15,5723,8.652423140676342,25437.037,10.144001,149.32387,5.012792,0.5870333,25437.037,5723,0
P20407_YFV2003_D15_p7_D15,YFV2003,15,D1102,YFV2003_D15,1614,7.387090235656757,9838.181,9.194128,119.67288,4.7930837,1.2164127,9838.181,1614,0
P20407_YFV2003_D15_p5_H15,YFV2003,15,D1342,YFV2003_D15,2996,8.005367067316664,15942.449,9.676804,133.44118,4.901127,0.8370181,15942.449,2996,0
P20407_YFV2003_D15_p7_B15,YFV2003,15,D19,YFV2003_D15,3295,8.100464891029363,17278.93,9.757301,122.39482,4.815389,0.70834726,17278.93,3295,0
P20407_YFV2003_D15_p5_O15,YFV2003,15,D124,YFV2003_D15,4559,8.425077902508432,21809.803,9.990161,143.86417,4.9757967,0.6596308,21809.803,4559,0
P20407_YFV2003_D15_p7_C15,YFV2003,15,D265,YFV2003_D15,3249,8.086410275323782,16960.533,9.738704,117.269875,4.7729692,0.691428,16960.533,3249,0
P20407_YFV2003_D15_p7_F15,YFV2003,15,D0,YFV2003_D15,1789,7.489970898834801,10724.677,9.2803955,142.00212,4.9628596,1.324069,10724.677,1789,1
P20407_YFV2003_D15_p5_A15,YFV2003,15,D1449,YFV2003_D15,3696,8.215276958936633,18377.53,9.818938,138.49448,4.938025,0.7536077,18377.53,3696,0
P20407_YFV2003_D15_p7_O15,YFV2003,15,D901,YFV2003_D15,3569,8.180320874773685,18016.324,9.799089,120.4744,4.7997036,0.6686958,18016.324,3569,0
P20407_YFV2003_D15_p5_J15,YFV2003,15,D49,YFV2003_D15,3272,8.09346227450118,16951.635,9.738178,129.416,4.8707294,0.7634426,16951.635,3272,0
P20407_YFV2003_D15_p5_N15,YFV2003,15,D460,YFV2003_D15,4382,8.38548870041881,21138.152,9.958882,132.79736,4.8963265,0.6282354,21138.152,4382,0
P20407_YFV2003_D15_p7_L15,YFV2003,15,D1743,YFV2003_D15,2742,7.916807490937603,14813.081,9.603333,125.25661,4.8383164,0.845581,14813.081,2742,0
P20407_YFV2003_D15_p7_G15,YFV2003,15,D572,YFV2003_D15,3224,8.078688229229872,16556.418,9.714589,116.344,4.76511,0.7027124,16556.418,3224,0
P20407_YFV2003_D15_p5_K15,YFV2003,15,D778,YFV2003_D15,3567,8.1797604936999,18129.764,9.805366,133.3574,4.9005036,0.7355717,18129.764,3567,0
P20407_YFV2003_D15_p5_L15,YFV2003,15,D418,YFV2003_D15,6426,8.768263145371286,27034.492,10.2049055,125.72039,4.841983,0.465037,27034.492,6426,0
P20407_YFV2003_D15_p5_D15,YFV2003,15,D1828,YFV2003_D15,2772,7.927685045615778,14966.9,9.613664,135.89503,4.9192142,0.9079705,14966.9,2772,0
P20407_YFV2003_D15_p7_I15,YFV2003,15,D514,YFV2003_D15,3934,8.277666160851503,19443.926,9.875341,132.60175,4.894863,0.68197006,19443.926,3934,0
P20407_YFV2003_D15_p7_J15,YFV2003,15,D948,YFV2003_D15,4108,8.32093496888341,20180.338,9.912514,126.56488,4.848625,0.6271693,20180.338,4108,0
P20407_YFV2003_D15_p5_F15,YFV2003,15,D1720,YFV2003_D15,2473,7.813591552952433,13903.071,9.539937,110.99734,4.718475,0.7983656,13903.071,2473,0
P20407_YFV2003_D15_p3_O1,YFV2003,15,D1086,YFV2003_D15,2225,7.70796153183549,12612.706,9.442539,146.41965,4.9932833,1.1608901,12612.706,2225,0
P20407_YFV2003_D15_p3_E1,YFV2003,15,D10,YFV2003_D15,4540,8.420902531097951,21436.08,9.9728775,133.76956,4.9035664,0.6240393,21436.08,4540,0
P20407_YFV2003_D15_p3_L1,YFV2003,15,D1001,YFV2003_D15,3759,8.23217423638394,18502.941,9.825739,145.16327,4.984724,0.78454155,18502.941,3759,0
P20407_YFV2003_D15_p3_N1,YFV2003,15,D1185,YFV2003_D15,6184,8.729882284826589,26640.525,10.190227,149.33612,5.0128736,0.56056,26640.525,6184,0
P20407_YFV2003_D15_p3_H1,YFV2003,15,D301,YFV2003_D15,3356,8.118802996980035,17087.29,9.746149,137.68979,4.9322395,0.80580246,17087.29,3356,0
P20407_YFV2003_D15_p3_A1,YFV2003,15,D62,YFV2003_D15,4435,8.397508348470257,21003.72,9.952502,131.30286,4.8850937,0.6251409,21003.72,4435,0
P20407_YFV2003_D15_p3_F1,YFV2003,15,D907,YFV2003_D15,4727,8.461257559085935,21911.875,9.994829,126.10548,4.8450174,0.57551205,21911.875,4727,0
P20407_YFV2003_D15_p3_I1,YFV2003,15,D1691,YFV2003_D15,3249,8.086410275323782,16657.834,9.7206955,133.3482,4.900435,0.8005135,16657.834,3249,0
P20407_YFV2003_D15_p3_G1,YFV2003,15,D96,YFV2003_D15,4662,8.44741429680832,21712.152,9.985674,151.74849,5.028793,0.69891036,21712.152,4662,0
P20407_YFV2003_D15_p3_K1,YFV2003,15,D15,YFV2003_D15,4828,8.482394685873542,22403.055,10.016997,132.24223,4.892169,0.5902866,22403.055,4828,0
P20407_YFV2003_D15_p3_M1,YFV2003,15,D1282,YFV2003_D15,3015,8.011686729127847,15944.483,9.67693,140.69717,4.9536924,0.8824191,15944.483,3015,0
P20407_YFV2003_D15_p3_P1,YFV2003,15,D507,YFV2003_D15,4529,8.41847721847708,21728.975,9.986448,137.56258,4.931322,0.6330836,21728.975,4529,0
P20407_YFV2003_D15_p3_B1,YFV2003,15,D274,YFV2003_D15,3873,8.262042843966942,18974.28,9.850892,154.71165,5.048006,0.8153756,18974.28,3873,0
P20407_YFV2003_D15_p3_D1,YFV2003,15,D19,YFV2003_D15,4724,8.460622839927844,21844.947,9.991771,142.66034,4.9674516,0.65305877,21844.947,4724,0
P20407_YFV2003_D15_p3_J1,YFV2003,15,D1141,YFV2003_D15,6538,8.785539527561276,27234.188,10.212265,139.96404,4.948505,0.5139277,27234.188,6538,0
P20407_YFV2003_D15_p8_O18,YFV2003,15,D1365,YFV2003_D15,3948,8.28121766128665,19442.133,9.875249,131.8124,4.8889375,0.6779729,19442.133,3948,0
P20407_YFV2003_D15_p4_I18,YFV2003,15,D476,YFV2003_D15,2286,7.734996194022781,13030.872,9.475153,123.86867,4.8272624,0.9505785,13030.872,2286,0
P20407_YFV2003_D15_p8_E18,YFV2003,15,D19,YFV2003_D15,2527,7.8351837552667485,14085.789,9.552993,116.43578,4.7658916,0.8266188,14085.789,2527,0
P20407_YFV2003_D15_p4_C18,YFV2003,15,D106,YFV2003_D15,5296,8.574895901544526,24095.666,10.0898285,127.32095,4.8545346,0.52839774,24095.666,5296,0
P20407_YFV2003_D15_p8_L18,YFV2003,15,D1229,YFV2003_D15,5315,8.578476419833136,23792.244,10.077157,132.635,4.895112,0.5574716,23792.244,5315,0
P20407_YFV2003_D15_p8_N18,YFV2003,15,D205,YFV2003_D15,2369,7.7706452341291765,13249.786,9.491812,121.7473,4.8101277,0.9188624,13249.786,2369,0
P20407_YFV2003_D15_p8_C18,YFV2003,15,D229,YFV2003_D15,4100,8.31898612539206,20108.617,9.908954,131.08017,4.883409,0.6518607,20108.617,4100,0
P20407_YFV2003_D15_p8_H18,YFV2003,15,D1144,YFV2003_D15,4184,8.339261982923576,20079.395,9.907499,151.2674,5.025638,0.7533464,20079.395,4184,0
P20407_YFV2003_D15_p4_L18,YFV2003,15,D971,YFV2003_D15,2121,7.660114319173928,12156.91,9.405735,130.06401,4.8756857,1.0698771,12156.91,2121,0
P20407_YFV2003_D15_p8_A18,YFV2003,15,D1537,YFV2003_D15,2985,8.001689978099135,15954.241,9.677543,134.94421,4.912245,0.84582037,15954.241,2985,0
P20407_YFV2003_D15_p4_M18,YFV2003,15,D538,YFV2003_D15,2949,7.989560449333865,15718.566,9.662662,140.12213,4.9496255,0.89144343,15718.566,2949,0
P20407_YFV2003_D15_p4_J18,YFV2003,15,D782,YFV2003_D15,2640,7.878912912297133,14781.237,9.601182,129.4807,4.8712254,0.87598014,14781.237,2640,0
P20407_YFV2003_D15_p4_F18,YFV2003,15,D237,YFV2003_D15,2981,8.000349495324684,15605.879,9.655467,121.72718,4.8099637,0.7800085,15605.879,2981,0
P20407_YFV2003_D15_p4_E18,YFV2003,15,D445,YFV2003_D15,2838,7.951207156472972,15338.769,9.638204,139.49059,4.9451404,0.90939885,15338.769,2838,0
P20407_YFV2003_D15_p4_B18,YFV2003,15,D1033,YFV2003_D15,5186,8.553910774351401,23817.682,10.078225,127.99472,4.8597713,0.5373937,23817.682,5186,0
P20407_YFV2003_D15_p8_F18,YFV2003,15,D1283,YFV2003_D15,2876,7.964503363551548,15206.381,9.629537,152.0535,5.0307875,0.99993217,15206.381,2876,0
P20407_YFV2003_D15_p4_O18,YFV2003,15,D404,YFV2003_D15,2412,7.7886260656250315,13231.829,9.490456,116.47755,4.7662473,0.880283,13231.829,2412,0
P20407_YFV2003_D15_p8_I18,YFV2003,15,D649,YFV2003_D15,2970,7.9966538754626075,15984.972,9.679467,142.1459,4.9638643,0.8892472,15984.972,2970,0
P20407_YFV2003_D15_p4_H18,YFV2003,15,D50,YFV2003_D15,5723,8.652423140676342,25175.693,10.133674,142.62236,4.9671874,0.5665082,25175.693,5723,0
P20407_YFV2003_D15_p4_G18,YFV2003,15,D1350,YFV2003_D15,3320,8.108021221376747,17049.678,9.743945,131.78188,4.8887076,0.77292883,17049.678,3320,0
P20407_YFV2003_D15_p8_K18,YFV2003,15,D396,YFV2003_D15,4499,8.411832675758411,21774.883,9.988559,130.82076,4.881443,0.6007874,21774.883,4499,0
P20407_YFV2003_D15_p8_M18,YFV2003,15,D867,YFV2003_D15,3169,8.061486866871327,16540.143,9.713606,138.04633,4.9348073,0.83461386,16540.143,3169,0
P20407_YFV2003_D15_p4_D18,YFV2003,15,D161,YFV2003_D15,3394,8.130059039992796,17500.639,9.77005,130.04613,4.8755493,0.7430936,17500.639,3394,0
P20407_YFV2003_D15_p8_P18,YFV2003,15,D1090,YFV2003_D15,3167,8.060855752934316,16324.004,9.700453,118.527664,4.783548,0.7260943,16324.004,3167,0
P20407_YFV2003_D15_p4_K18,YFV2003,15,D19,YFV2003_D15,5015,8.520388082312756,23653.879,10.071324,134.48558,4.9088655,0.56855613,23653.879,5015,0
P20407_YFV2003_D15_p8_B18,YFV2003,15,D1129,YFV2003_D15,4296,8.365672383774996,20609.768,9.933569,135.9962,4.9199533,0.6598629,20609.768,4296,0
P20407_YFV2003_D15_p8_D18,YFV2003,15,D202,YFV2003_D15,3402,8.132412674500905,17065.684,9.744884,158.80046,5.073926,0.93052506,17065.684,3402,0
P20407_YFV2003_D15_p8_J18,YFV2003,15,D0,YFV2003_D15,1926,7.563719668414366,11522.893,9.352178,161.00018,5.0875974,1.3972203,11522.893,1926,1
P20407_YFV2003_D15_p3_O22,YFV2003,15,D727,YFV2003_D15,5241,8.564458383883352,23636.156,10.070575,136.6073,4.924404,0.57795906,23636.156,5241,0
P20407_YFV2003_D15_p3_E22,YFV2003,15,D558,YFV2003_D15,5323,8.579980179515003,24387.752,10.101877,133.30272,4.9000964,0.546597,24387.752,5323,0
P20407_YFV2003_D15_p3_L22,YFV2003,15,D0,YFV2003_D15,2318,7.7488913372555315,13385.597,9.502009,145.68054,4.988257,1.088338,13385.597,2318,1
P20407_YFV2003_D15_p3_N22,YFV2003,15,D815,YFV2003_D15,5209,8.558335134747413,23948.635,10.083709,139.34048,4.9440713,0.5818306,23948.635,5209,0
P20407_YFV2003_D15_p3_C22,YFV2003,15,D64,YFV2003_D15,4687,8.452761331256848,22684.504,10.029481,155.89111,5.055552,0.68721414,22684.504,4687,0
P20407_YFV2003_D15_p3_A22,YFV2003,15,D539,YFV2003_D15,4084,8.315077007294104,20035.162,9.905294,150.29103,5.0192056,0.7501363,20035.162,4084,0
P20407_YFV2003_D15_p3_F22,YFV2003,15,D534,YFV2003_D15,4808,8.478244441277663,22129.637,10.004718,126.21604,4.8458867,0.57034844,22129.637,4808,0
P20407_YFV2003_D15_p3_I22,YFV2003,15,D15,YFV2003_D15,4213,8.346167594364134,20236.361,9.915286,148.19107,5.005228,0.732301,20236.361,4213,0
P20407_YFV2003_D15_p3_G22,YFV2003,15,D303,YFV2003_D15,3324,8.109224953089955,17091.678,9.746406,142.29143,4.9648805,0.83251876,17091.678,3324,0
P20407_YFV2003_D15_p3_K22,YFV2003,15,D149,YFV2003_D15,4095,8.317766166719343,19793.834,9.893176,131.33412,4.8853297,0.66351026,19793.834,4095,0
P20407_YFV2003_D15_p3_M22,YFV2003,15,D327,YFV2003_D15,3774,8.236155661683124,18798.371,9.8415785,128.50032,4.863683,0.6835716,18798.371,3774,0
P20407_YFV2003_D15_p3_P22,YFV2003,15,D1700,YFV2003_D15,4050,8.30671904320269,19855.217,9.896273,130.40187,4.87826,0.6567638,19855.217,4050,0
P20407_YFV2003_D15_p3_B22,YFV2003,15,D57,YFV2003_D15,3807,8.244859395911256,18942.098,9.849195,135.68945,4.9177117,0.7163381,18942.098,3807,0
P20407_YFV2003_D15_p3_J22,YFV2003,15,D720,YFV2003_D15,4889,8.494947582468917,22739.182,10.031889,135.60329,4.917081,0.596342,22739.182,4889,0
P20407_YFV2003_D15_p8_O9,YFV2003,15,D304,YFV2003_D15,2410,7.787796878181171,13810.723,9.533273,142.65723,4.96743,1.0329454,13810.723,2410,0
P20407_YFV2003_D15_p4_I9,YFV2003,15,D128,YFV2003_D15,3896,8.26796230533871,19430.797,9.874666,136.12712,4.9209085,0.70057404,19430.797,3896,0
P20407_YFV2003_D15_p8_E9,YFV2003,15,D112,YFV2003_D15,2927,7.982074875081202,15670.14,9.659576,125.70377,4.8418517,0.80218667,15670.14,2927,0
P20407_YFV2003_D15_p4_C9,YFV2003,15,D74,YFV2003_D15,2747,7.91862865334224,14815.069,9.603468,139.2905,4.943715,0.9401947,14815.069,2747,0
P20407_YFV2003_D15_p8_L9,YFV2003,15,D152,YFV2003_D15,5912,8.68490859582083,26096.355,10.169589,134.42502,4.908418,0.5151103,26096.355,5912,0
P20407_YFV2003_D15_p8_N9,YFV2003,15,D1687,YFV2003_D15,3298,8.101374671228582,17010.885,9.741668,135.60754,4.9171124,0.797181,17010.885,3298,0
P20407_YFV2003_D15_p8_C9,YFV2003,15,D496,YFV2003_D15,3152,8.056109659545061,16394.248,9.704747,131.0781,4.8833933,0.79953706,16394.248,3152,0
P20407_YFV2003_D15_p8_H9,YFV2003,15,D460,YFV2003_D15,3822,8.248790733696413,18939.008,9.849031,132.105,4.891138,0.6975286,18939.008,3822,0
P20407_YFV2003_D15_p4_P9,YFV2003,15,D1567,YFV2003_D15,5299,8.575462099540212,23968.445,10.084536,130.47733,4.8788342,0.54437125,23968.445,5299,0
P20407_YFV2003_D15_p8_A9,YFV2003,15,D904,YFV2003_D15,6016,8.702344075220351,25947.605,10.163873,148.29625,5.005933,0.5715219,25947.605,6016,0
P20407_YFV2003_D15_p4_M9,YFV2003,15,D473,YFV2003_D15,3315,8.106514516255185,16806.951,9.729608,134.47287,4.9087715,0.80010265,16806.951,3315,0
P20407_YFV2003_D15_p4_J9,YFV2003,15,D290,YFV2003_D15,2780,7.930565854233965,15241.206,9.631824,144.63069,4.981074,0.94894516,15241.206,2780,0
P20407_YFV2003_D15_p4_F9,YFV2003,15,D1119,YFV2003_D15,3022,8.014004994779459,16006.797,9.680831,140.4003,4.951595,0.8771293,16006.797,3022,0
P20407_YFV2003_D15_p4_E9,YFV2003,15,D251,YFV2003_D15,2148,7.67275789664251,12327.16,9.4196415,119.14429,4.7886934,0.9665186,12327.16,2148,0
P20407_YFV2003_D15_p4_B9,YFV2003,15,D1741,YFV2003_D15,6554,8.7879833961978,27192.05,10.210717,152.71092,5.0350738,0.56160134,27192.05,6554,0
P20407_YFV2003_D15_p8_F9,YFV2003,15,D54,YFV2003_D15,3460,8.149312843635345,17518.402,9.771064,128.10178,4.860601,0.73124117,17518.402,3460,0
P20407_YFV2003_D15_p4_A9,YFV2003,15,D1680,YFV2003_D15,4366,8.381831553485561,21002.627,9.952451,132.56935,4.894621,0.6312037,21002.627,4366,0
P20407_YFV2003_D15_p4_O9,YFV2003,15,D1290,YFV2003_D15,3345,8.11552088154677,17153.172,9.749997,115.96765,4.7618976,0.67607117,17153.172,3345,0
P20407_YFV2003_D15_p8_I9,YFV2003,15,D445,YFV2003_D15,3498,8.160232492367689,17680.912,9.780297,129.2196,4.869222,0.7308424,17680.912,3498,0
P20407_YFV2003_D15_p4_H9,YFV2003,15,D1772,YFV2003_D15,3846,8.255048902752295,19125.773,9.858845,133.68535,4.902941,0.6989801,19125.773,3846,0
P20407_YFV2003_D15_p4_G9,YFV2003,15,D674,YFV2003_D15,2819,7.944492163932159,14969.415,9.6138315,148.20581,5.0053267,0.99005747,14969.415,2819,0
P20407_YFV2003_D15_p8_M9,YFV2003,15,D86,YFV2003_D15,2730,7.912423121473705,14836.085,9.604885,127.06161,4.8525114,0.85643625,14836.085,2730,0
P20407_YFV2003_D15_p4_D9,YFV2003,15,D1829,YFV2003_D15,2701,7.9017475185201445,14313.861,9.569054,126.58128,4.8487535,0.88432664,14313.861,2701,0
P20407_YFV2003_D15_p8_P9,YFV2003,15,D728,YFV2003_D15,4339,8.375629627094451,21288.094,9.96595,144.13945,4.977695,0.6770895,21288.094,4339,0
P20407_YFV2003_D15_p4_K9,YFV2003,15,D619,YFV2003_D15,3729,8.224163512637862,18459.883,9.823409,150.31898,5.01939,0.8143009,18459.883,3729,0
P20407_YFV2003_D15_p8_B9,YFV2003,15,D57,YFV2003_D15,2477,7.815207062189088,13805.488,9.532894,140.48209,4.952173,1.0175813,13805.488,2477,0
P20407_YFV2003_D15_p8_D9,YFV2003,15,D382,YFV2003_D15,4944,8.506132244056813,22922.56,10.039921,140.85738,4.954822,0.6144923,22922.56,4944,0
P20407_YFV2003_D15_p8_J9,YFV2003,15,D172,YFV2003_D15,4772,8.470730317005897,22085.664,10.002729,145.3431,4.985954,0.65808797,22085.664,4772,0
P20407_YFV2003_D15_p3_O13,YFV2003,15,D74,YFV2003_D15,2906,7.9748769005588755,15777.438,9.6664,131.23143,4.8845534,0.8317664,15777.438,2906,0
P20407_YFV2003_D15_p3_E13,YFV2003,15,D1228,YFV2003_D15,2718,7.908019444632471,14850.981,9.605888,119.9412,4.7953043,0.8076315,14850.981,2718,0
P20407_YFV2003_D15_p3_C13,YFV2003,15,D0,YFV2003_D15,2011,7.60688453121963,11841.022,9.37941,143.41545,4.9726944,1.2111746,11841.022,2011,1
P20407_YFV2003_D15_p3_H13,YFV2003,15,D122,YFV2003_D15,3364,8.121183242078828,17310.553,9.75913,152.2196,5.0318723,0.8793457,17310.553,3364,0
P20407_YFV2003_D15_p3_A13,YFV2003,15,D57,YFV2003_D15,3007,8.00903068506973,15883.212,9.673081,143.4789,4.9731336,0.9033368,15883.212,3007,0
P20407_YFV2003_D15_p3_F13,YFV2003,15,D166,YFV2003_D15,5293,8.574329382787047,24406.379,10.102641,152.3157,5.0324993,0.62408155,24406.379,5293,0
P20407_YFV2003_D15_p3_I13,YFV2003,15,D72,YFV2003_D15,3068,8.029107054619736,16071.387,9.684858,120.11734,4.7967596,0.74739873,16071.387,3068,0
P20407_YFV2003_D15_p3_K13,YFV2003,15,D83,YFV2003_D15,6507,8.780787468338929,27490.34,10.221626,128.87416,4.866566,0.46879798,27490.34,6507,0
P20407_YFV2003_D15_p3_M13,YFV2003,15,D261,YFV2003_D15,1829,7.512071245835466,11124.557,9.317,147.83406,5.002832,1.3288984,11124.557,1829,0
P20407_YFV2003_D15_p3_P13,YFV2003,15,D1690,YFV2003_D15,5906,8.683893367307235,25469.193,10.145265,131.24135,4.884629,0.5152945,25469.193,5906,0
P20407_YFV2003_D15_p3_B13,YFV2003,15,D39,YFV2003_D15,5215,8.559486103606488,23648.426,10.0710945,151.71945,5.0286026,0.6415626,23648.426,5215,0
P20407_YFV2003_D15_p3_D13,YFV2003,15,D575,YFV2003_D15,5057,8.52872642722991,22940.654,10.0407095,128.80934,4.866067,0.5614894,22940.654,5057,0
P20407_YFV2003_D15_p7_M18,YFV2003,15,D1464,YFV2003_D15,5757,8.65834547117212,25074.451,10.129644,125.61446,4.841147,0.50096595,25074.451,5757,0
P20407_YFV2003_D15_p7_K18,YFV2003,15,D245,YFV2003_D15,3645,8.201385955238608,18274.295,9.813306,121.769394,4.810308,0.6663425,18274.295,3645,0
P20407_YFV2003_D15_p5_M18,YFV2003,15,D1311,YFV2003_D15,2744,7.917536353943631,15090.623,9.621895,119.12439,4.788528,0.7893935,15090.623,2744,0
P20407_YFV2003_D15_p5_P18,YFV2003,15,D0,YFV2003_D15,2530,7.836369760545124,14347.581,9.571406,133.20793,4.89939,0.9284347,14347.581,2530,1
P20407_YFV2003_D15_p5_G18,YFV2003,15,D0,YFV2003_D15,2736,7.914617709040679,14668.328,9.593514,120.262886,4.7979608,0.8198814,14668.328,2736,1
P20407_YFV2003_D15_p5_B18,YFV2003,15,D400,YFV2003_D15,2999,8.006367567650246,15877.914,9.672748,156.24556,5.057809,0.98404336,15877.914,2999,0
P20407_YFV2003_D15_p7_P18,YFV2003,15,D729,YFV2003_D15,3864,8.259716961021523,19228.883,9.864221,129.8782,4.874267,0.6754329,19228.883,3864,0
P20407_YFV2003_D15_p7_A18,YFV2003,15,D481,YFV2003_D15,6059,8.70946507906336,26540.09,10.186449,129.62022,4.872294,0.48839408,26540.09,6059,0
P20407_YFV2003_D15_p5_E18,YFV2003,15,D0,YFV2003_D15,2922,7.980365765111246,15906.961,9.674575,147.12842,4.99808,0.924931,15906.961,2922,1
P20407_YFV2003_D15_p5_I18,YFV2003,15,D1479,YFV2003_D15,1903,7.55171221535131,10935.583,9.299869,114.73419,4.751296,1.0491822,10935.583,1903,0
P20407_YFV2003_D15_p7_E18,YFV2003,15,D583,YFV2003_D15,3185,8.066521490469993,16780.758,9.728047,126.56041,4.84859,0.7541996,16780.758,3185,0
P20407_YFV2003_D15_p7_H18,YFV2003,15,D942,YFV2003_D15,1932,7.566828479208331,11460.789,9.346774,122.8117,4.818762,1.0715815,11460.789,1932,0
P20407_YFV2003_D15_p7_N18,YFV2003,15,D86,YFV2003_D15,4621,8.438582790834326,21872.58,9.993034,135.68893,4.917708,0.6203609,21872.58,4621,0
P20407_YFV2003_D15_p5_C18,YFV2003,15,D1150,YFV2003_D15,3897,8.268218880067506,19088.574,9.856897,135.24278,4.9144382,0.7085012,19088.574,3897,0
P20407_YFV2003_D15_p7_D18,YFV2003,15,D74,YFV2003_D15,3033,8.017637159908478,16061.996,9.684274,136.84146,4.926104,0.851958,16061.996,3033,0
P20407_YFV2003_D15_p7_B18,YFV2003,15,D927,YFV2003_D15,3728,8.22389538017882,18788.387,9.841047,145.4564,4.9867277,0.7741825,18788.387,3728,0
P20407_YFV2003_D15_p5_O18,YFV2003,15,D506,YFV2003_D15,2730,7.912423121473705,14908.093,9.609727,128.36461,4.8626347,0.86103976,14908.093,2730,0
P20407_YFV2003_D15_p7_C18,YFV2003,15,D1319,YFV2003_D15,4134,8.327242607457793,20421.525,9.924394,127.5558,4.8563633,0.6246144,20421.525,4134,0
P20407_YFV2003_D15_p7_F18,YFV2003,15,D1092,YFV2003_D15,3498,8.160232492367689,17827.88,9.788575,152.91942,5.0364294,0.85775435,17827.88,3498,0
P20407_YFV2003_D15_p7_O18,YFV2003,15,D550,YFV2003_D15,2713,7.906178840394815,14807.04,9.602925,123.88166,4.8273664,0.8366403,14807.04,2713,0
P20407_YFV2003_D15_p5_J18,YFV2003,15,D1356,YFV2003_D15,2855,7.957177323459475,15155.369,9.626176,130.67052,4.880303,0.86220604,15155.369,2855,0
P20407_YFV2003_D15_p7_L18,YFV2003,15,D139,YFV2003_D15,5828,8.67060073804555,25495.828,10.146309,137.39995,4.9301476,0.53891146,25495.828,5828,0
